id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35588177,漫长的季节,,https://dou.img.lithub.cc/movie/35588177.jpg,2023-04-22(中国大陆),https://movie.douban.com/subject/35588177/,9.4,"剧情,家庭,犯罪",5,不是东北人听不出东北话的梗，看完最大的感受就是自己得有本事才行，这样可以让家人得以安全,,2023-05-02 12:32:36,2023 / 中国大陆 / 剧情 家庭 犯罪 / 辛爽 / 范伟 秦昊
34610636,蚁人与黄蜂女：量子狂潮,,https://dou.img.lithub.cc/movie/34610636.jpg,2023-02-17(美国/中国大陆),https://movie.douban.com/subject/34610636/,5.8,"喜剧,动作,科幻",3,特效不错,,2023-04-30 10:03:03,2023 / 美国 / 喜剧 动作 科幻 冒险 / 佩顿·里德 / 保罗·路德 伊万杰琳·莉莉
30167997,黑豹2,,https://dou.img.lithub.cc/movie/30167997.jpg,2023-02-07(中国大陆),https://movie.douban.com/subject/30167997/,5.4,"剧情,动作,科幻",3,,,2023-04-30 10:01:55,2022 / 美国 / 剧情 动作 科幻 惊悚 奇幻 冒险 / 瑞恩·库格勒 / 莱蒂希娅·赖特 露皮塔·尼永奥
35048728,曼达洛人 第三季,,https://dou.img.lithub.cc/movie/35048728.jpg,2023-03-01(美国),https://movie.douban.com/subject/35048728/,9,"动作,科幻,奇幻",4,以前没怎么看过星战系列，所以这也是当正常一个美剧看，每季都看一集一个故事，看看未来场景看看一个人的轨迹，蛮好～,,2023-04-24 08:41:23,2023 / 美国 / 动作 科幻 奇幻 冒险 / 瑞克·法穆易瓦 瑞秋·莫里森 李·以萨克·郑 卡尔·韦瑟斯 彼得·拉姆齐 布莱丝·达拉斯·霍华德 / 佩德罗·帕斯卡 凯缇·萨克霍夫
35725856,尘封十三载,,https://dou.img.lithub.cc/movie/35725856.jpg,2023-04-06(中国大陆),https://movie.douban.com/subject/35725856/,8,"悬疑,犯罪",4,整体不错，推荐。前面看到喻恩泰出场，但只是几个镜头，猜想他就是凶手，没想到的是，他儿子也是~~,,2023-04-18 09:18:33,2023 / 中国大陆 / 悬疑 犯罪 / 刘海波 / 陈建斌 陈晓
35671177,回响,,https://dou.img.lithub.cc/movie/35671177.jpg,2023-03-16(中国大陆),https://movie.douban.com/subject/35671177/,5.9,"剧情,悬疑",3,前半部分很不错，都没快进，到了后半段就非常不喜欢冉咚咚～,,2023-03-22 13:27:32,2023 / 中国大陆 / 剧情 悬疑 / 冯小刚 / 宋佳 王阳
34795100,网络谜踪2,,https://dou.img.lithub.cc/movie/34795100.jpg,2023-01-20(美国),https://movie.douban.com/subject/34795100/,7.9,"剧情,惊悚",5,,,2023-03-12 23:03:41,2023 / 美国 / 剧情 惊悚 / 尼古拉斯·D·约翰逊 威尔·梅瑞克 / 蒂姆·格里芬 艾娃·扎里亚·李
36193784,黑暗荣耀 第二季,,https://dou.img.lithub.cc/movie/36193784.jpg,2023-03-10(韩国),https://movie.douban.com/subject/36193784/,9,"剧情,悬疑",5,看完爽了，没有所谓的原谅~,,2023-03-12 16:04:56,2023 / 韩国 / 剧情 悬疑 / 安吉镐 / 宋慧乔 李到晛
35794664,1923 第一季,,https://dou.img.lithub.cc/movie/35794664.jpg,2022-12-18(美国),https://movie.douban.com/subject/35794664/,9.2,"剧情,西部",4,,,2023-03-06 13:26:37,2022 / 美国 / 剧情 西部 / 本·理查森 / 哈里森·福特 海伦·米伦
35814636,塔尔萨之王 第一季,,https://dou.img.lithub.cc/movie/35814636.jpg,2022-11-13(美国),https://movie.douban.com/subject/35814636/,8.4,"剧情,犯罪",3,片头的设计非常喜欢～,,2023-03-02 12:21:47,2022 / 美国 / 剧情 犯罪 / 本杰明·塞曼诺夫 艾伦·考特勒 / 西尔维斯特·史泰龙 加内特·赫德兰
